unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W87,392,379,13,True,No,1,0,True,add,"[17, 4, 26, 9, 52, 21, 30]","[17, 4, 26, 9, 52, 21, 30]",[17],17,"[17, 52, 9, 21, 30]",[17],17,2.0495
W89,1057,1044,13,True,No,1,0,True,mul,"[13, 26, 8, 30, 38, 18, 20, 22]","[13, 26, 8, 30, 38, 18, 20, 22]",[13],13,"[26, 8, 30, 38, 18, 20, 22]",[26],26,2.1283
W88,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 13, 2, 39, 48, 22, 4, 50, 24, 35, 28, 37, 11, 15, 41, 17, 9, 6, 44]","[52, 26, 13, 2, 39, 48, 22, 4, 50, 24, 35, 28, 37, 11, 15, 41, 17, 9, 6, 44]",[52],52,"[52, 39, 48, 44, 50, 35, 28, 37, 15, 41, 17, 9]",[52],52,2.3128
W9,1616,1603,13,True,No,0,0,True,add,"[2, 3, 4, 5, 52, 6, 7, 53, 51, 50, 8, 49, 54, 48, 9, 47, 55, 56, 10, 46, 57, 11, 45, 13, 12, 44, 58, 43, 14, 59, 42, 60, 15, 41, 39, 40, 16, 17, 38, 18]","[2, 3, 4, 5, 52, 6, 7, 53, 51, 50, 8, 49, 54, 48, 9, 47, 55, 56, 10, 46, 57, 11, 45, 13, 12, 44, 58, 43, 14, 59, 42, 60, 15, 41, 39, 40, 16, 17, 38, 18]",[2],2,"[60, 52, 56, 53, 51, 50, 49, 54, 48, 47, 55, 46, 57, 45, 44, 58, 43, 59, 42, 41, 39, 40, 38]",[60],60,2.1303
W90,1057,1044,13,True,No,1,0,True,mul,"[39, 13, 52, 26, 4, 22]","[39, 13, 52, 26, 4, 22]",[39],39,"[39, 52, 22]",[39],39,2.0934
W91,2296,2283,13,True,No,1,0,True,mul,"[52, 26, 13, 39, 22, 4, 18, 48, 8, 30, 33, 46]","[52, 26, 13, 39, 22, 4, 18, 48, 8, 30, 33, 46]",[52],52,"[52, 39, 22, 18, 48, 30, 33, 46]",[52],52,2.0655
W93,657,644,13,True,No,1,0,True,mul,"[4, 13, 22, 9, 26, 35, 39, 17, 30, 48, 52, 5, 8, 43, 18, 57, 44, 56, 31]","[4, 13, 22, 9, 26, 35, 39, 17, 30, 48, 52, 5, 8, 43, 18, 57, 44, 56, 31]",[4],4,"[56, 52, 44, 18, 35, 39, 17, 30, 48, 43, 57, 31]",[56],56,1.883
W94,288,275,13,True,No,1,0,True,mul,"[44, 15, 29]","[44, 15, 29]",[44],44,"[44, 15, 29]",[44],44,1.9169
W92,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 39, 13, 2, 22, 4, 48, 24, 35, 28, 9, 50, 17]","[52, 26, 39, 13, 2, 22, 4, 48, 24, 35, 28, 9, 50, 17]",[52],52,"[52, 39, 22, 48, 35, 28, 9, 50, 17]",[52],52,2.1562
W95,288,275,13,True,No,1,0,True,mul,[44],[44],[44],44,[44],[44],44,1.8511
W96,2296,2283,13,True,No,2,0,True,mul,"[52, 26, 13, 48, 39, 22, 35, 4, 9, 17, 30, 2, 57, 44, 43, 24, 50]","[52, 26, 13, 48, 39, 22, 35, 4, 9, 17, 30, 2, 57, 44, 43, 24, 50]",[52],52,"[52, 48, 39, 44, 35, 9, 17, 30, 57, 43, 50]",[52],52,2.0206
W97,2296,2283,13,True,No,1,0,True,mul,"[26, 48, 52, 22, 4, 13, 30, 18, 8, 35, 56, 44, 39, 17]","[26, 48, 52, 22, 4, 13, 30, 18, 8, 35, 56, 44, 39, 17]",[26],26,"[52, 48, 44, 56, 30, 18, 35, 39, 17]",[52],52,2.0026
W98,2296,2283,13,True,No,1,0,True,mul,"[26, 48, 52, 22, 13, 4, 30, 18, 8, 56, 44, 35, 39, 38, 17]","[26, 48, 52, 22, 13, 4, 30, 18, 8, 56, 44, 35, 39, 38, 17]",[26],26,"[52, 48, 44, 56, 30, 18, 35, 39, 38, 17]",[52],52,2.1642
W99,2296,2283,13,True,No,1,0,True,mul,"[4, 26, 52, 22, 48, 30, 17, 18, 13, 6, 35, 36, 14, 56, 5, 44, 11, 34, 3]","[4, 26, 52, 22, 48, 30, 17, 18, 13, 6, 35, 36, 14, 56, 5, 44, 11, 34, 3]",[4],4,"[56, 52, 44, 48, 30, 34, 36, 35]",[56],56,1.7623
