unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W227,1615,1602,13,True,No,1,0,True,"[52, 4, 48, 5, 56, 47, 57]","[52, 4, 48, 5, 56, 47, 57]",[52],52,"[52, 56, 48, 5, 47, 57]",[52],52,13.6365
W228,1620,1607,13,True,No,1,0,True,"[52, 14, 8, 6, 2, 12, 4, 16, 28, 44, 18, 60, 38, 10, 30, 56]","[52, 14, 8, 6, 2, 12, 4, 16, 28, 44, 18, 60, 38, 10, 30, 56]",[52],52,"[52, 56, 60, 16, 44, 18, 38]",[52],52,14.5032
W229,1615,1602,13,True,No,1,0,True,"[52, 2, 50, 4, 48, 54, 26, 41, 56, 6, 46, 11]","[52, 2, 50, 4, 48, 54, 26, 41, 56, 6, 46, 11]",[52],52,"[52, 56, 50, 48, 54, 41, 46, 11]",[52],52,13.8629
W23,1615,1602,13,True,No,1,0,True,"[52, 26, 39, 13, 22, 4, 44, 8, 17, 48, 30, 5, 9, 35, 57, 31, 18]","[52, 26, 39, 13, 22, 4, 44, 8, 17, 48, 30, 5, 9, 35, 57, 31, 18]",[52],52,"[52, 39, 44, 48, 17, 30, 35, 18, 57, 31]",[52],52,13.9307
W230,1615,1602,13,True,No,1,0,True,"[52, 5, 48, 57, 4, 47, 26, 27, 21, 31]","[52, 5, 48, 57, 4, 47, 26, 27, 21, 31]",[52],52,"[52, 5, 48, 57, 47, 27, 21, 31]",[52],52,13.9238
W231,1615,1602,13,True,No,1,0,True,"[52, 2, 4, 48, 50, 54, 56, 6, 58, 46, 8, 57, 47, 44]","[52, 2, 4, 48, 50, 54, 56, 6, 58, 46, 8, 57, 47, 44]",[52],52,"[52, 58, 56, 48, 50, 54, 46, 57, 47, 44]",[52],52,14.2998
W232,1615,1602,13,True,No,1,0,True,"[52, 53, 4, 5, 48, 57, 47, 51, 56, 50, 25, 2, 6, 27, 3]","[52, 53, 4, 5, 48, 57, 47, 51, 56, 50, 25, 2, 6, 27, 3]",[52],52,"[52, 53, 56, 50, 48, 57, 47, 51, 27]",[52],52,14.6279
W233,1615,1602,13,True,No,1,0,True,"[52, 4, 47, 54, 25, 28, 53]","[52, 4, 47, 54, 25, 28, 53]",[52],52,"[52, 47, 54, 25, 28, 53]",[52],52,14.0195
W234,1615,1602,13,True,No,1,0,True,[52],[52],[52],52,[52],[52],52,13.8839
W235,1615,1602,13,True,No,1,0,True,"[52, 4, 2, 48, 54, 50, 56]","[52, 4, 2, 48, 54, 50, 56]",[52],52,"[52, 56, 48, 54, 50]",[52],52,13.6784
W236,1615,1602,13,True,No,1,0,True,"[22, 8, 2, 6, 4]","[22, 8, 2, 6, 4]",[22],22,"[22, 8, 6]",[22],22,13.9138
W237,1616,1603,13,True,No,1,0,True,"[52, 26, 47, 21, 27, 57, 2, 5, 4, 53, 31, 30, 25, 22]","[52, 26, 47, 21, 27, 57, 2, 5, 4, 53, 31, 30, 25, 22]",[52],52,"[52, 47, 21, 27, 57, 30, 53, 31, 25, 22]",[52],52,13.7971
W238,1615,1602,13,True,No,1,0,True,"[52, 53, 4, 2, 50, 5, 48, 51, 3, 47, 54, 57, 49, 55, 56, 25, 27, 6, 26]","[52, 53, 4, 2, 50, 5, 48, 51, 3, 47, 54, 57, 49, 55, 56, 25, 27, 6, 26]",[52],52,"[52, 53, 56, 50, 55, 48, 51, 57, 47, 54, 49]",[52],52,14.0404
W239,1615,1602,13,True,No,1,0,True,"[52, 4, 48, 2, 56, 8, 50, 25, 57, 44, 5, 27, 53, 6]","[52, 4, 48, 2, 56, 8, 50, 25, 57, 44, 5, 27, 53, 6]",[52],52,"[52, 56, 48, 50, 57, 44, 27, 53]",[52],52,14.0554
W24,1615,1602,13,True,No,1,0,True,"[52, 5, 57, 48, 47, 27, 26, 4, 25, 13, 44, 31]","[52, 5, 57, 48, 47, 27, 26, 4, 25, 13, 44, 31]",[52],52,"[52, 25, 57, 48, 47, 27, 44, 31]",[52],52,13.8111
W240,1616,1603,13,True,No,1,0,True,"[52, 5, 48, 4, 57, 47, 56, 53, 7]","[52, 5, 48, 4, 57, 47, 56, 53, 7]",[52],52,"[52, 5, 48, 56, 57, 47, 53]",[52],52,13.4171
W241,1616,1603,13,True,No,1,0,True,"[52, 4, 2, 48, 50, 56, 6, 54, 8, 46, 28, 58, 24, 44]","[52, 4, 2, 48, 50, 56, 6, 54, 8, 46, 28, 58, 24, 44]",[52],52,"[52, 56, 58, 48, 50, 54, 46, 44]",[52],52,13.9238
