unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
W247,1616,1603,13,True,No,1,0,True,mul,"[52, 4, 48, 56, 2, 39, 13, 57, 5, 26, 9, 47, 22, 43, 50, 35, 8, 54, 44]","[52, 4, 48, 56, 2, 39, 13, 57, 5, 26, 9, 47, 22, 43, 50, 35, 8, 54, 44]",[52],52,"[52, 56, 48, 39, 57, 50, 54, 47, 44, 43, 35]",[52],52,4.0292
W248,2192,2179,13,True,No,2,0,True,mul,"[26, 22, 52, 4, 48, 30, 18, 44, 8, 56, 34, 40, 14, 60, 11]","[26, 22, 52, 4, 48, 30, 18, 44, 8, 56, 34, 40, 14, 60, 11]",[26],26,"[52, 44, 60, 48, 18, 56, 34, 40]",[52],52,4.1988
W249,2192,2179,13,True,No,2,0,True,mul,"[26, 52, 4, 44, 12, 14, 22, 40, 8, 48, 60, 20, 56, 37, 30]","[26, 52, 4, 44, 12, 14, 22, 40, 8, 48, 60, 20, 56, 37, 30]",[26],26,"[52, 60, 44, 56, 40, 48, 37]",[52],52,4.0013
W250,2191,2178,13,True,No,2,0,True,mul,"[13, 26, 9, 39, 4, 22, 52, 35, 48, 17, 30, 43, 57, 44, 5, 56, 18, 31, 8, 21]","[13, 26, 9, 39, 4, 22, 52, 35, 48, 17, 30, 43, 57, 44, 5, 56, 18, 31, 8, 21]",[13],13,"[52, 18, 39, 56, 44, 35, 48, 17, 30, 43, 57, 31, 21]",[52],52,3.5794
W25,1615,1602,13,True,No,0,0,True,mul,"[2, 52, 3, 4, 53, 51, 5, 50, 54, 49, 6, 48, 55, 47, 56, 7, 46, 57, 8, 45, 58, 9, 44, 59, 10, 43, 60, 11, 42, 12, 13]","[2, 52, 3, 4, 53, 51, 5, 50, 54, 49, 6, 48, 55, 47, 56, 7, 46, 57, 8, 45, 58, 9, 44, 59, 10, 43, 60, 11, 42, 12, 13]",[2],2,"[60, 52, 53, 51, 50, 54, 49, 48, 55, 47, 56, 46, 57, 45, 58, 44, 59, 43, 42]",[60],60,4.0063
W251,1926,1913,13,True,No,2,0,True,mul,"[52, 13, 26, 39, 35, 22, 9, 48, 17, 30, 50, 24, 4, 11]","[52, 13, 26, 39, 35, 22, 9, 48, 17, 30, 50, 24, 4, 11]",[52],52,"[52, 39, 35, 22, 9, 48, 17, 30, 50]",[52],52,3.7141
W252,2191,2178,13,True,No,2,0,True,mul,"[13, 9, 4, 26, 39, 22, 52, 48, 35, 17, 30, 5, 43, 57, 18, 44, 31, 8, 56, 21, 34]","[13, 9, 4, 26, 39, 22, 52, 48, 35, 17, 30, 5, 43, 57, 18, 44, 31, 8, 56, 21, 34]",[13],13,"[52, 18, 56, 39, 44, 48, 35, 34, 30, 43, 57, 31, 21]",[52],52,3.8667
W253,1887,1874,13,True,No,2,0,True,mul,"[13, 26, 4, 9, 39, 22, 35, 48, 52, 17, 30, 43, 57, 5, 44, 18, 31, 8, 56, 21, 34]","[13, 26, 4, 9, 39, 22, 35, 48, 52, 17, 30, 43, 57, 5, 44, 18, 31, 8, 56, 21, 34]",[13],13,"[52, 56, 18, 39, 44, 35, 48, 34, 30, 43, 57, 31, 21]",[52],52,3.6014
W254,1324,1311,13,True,No,2,0,True,mul,"[13, 4, 9, 26, 22, 39, 35, 52, 48, 17, 30, 5, 43, 18, 57, 31, 8, 44, 56, 21]","[13, 4, 9, 26, 22, 39, 35, 52, 48, 17, 30, 5, 43, 18, 57, 31, 8, 44, 56, 21]",[13],13,"[52, 56, 18, 44, 39, 35, 48, 17, 30, 43, 57, 31, 21]",[52],52,3.1276
W256,734,721,13,True,No,1,0,True,mul,"[13, 26, 39, 52]","[13, 26, 39, 52]",[13],13,"[52, 39]",[52],52,3.2872
