unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,seasonality_type,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q377,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.8351
Q378,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.885
Q379,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9468
Q38,43,35,8,True,No,1,1,True,mul,[4],[4],[4],4,[4],[4],4,1.9917
Q381,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7623
Q380,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9518
Q382,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.7643
Q383,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9209
Q384,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.1722
Q385,52,44,8,True,No,1,0,True,add,[2],[2],[2],2,[2],[2],2,2.0545
Q386,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.0216
Q387,52,44,8,True,No,1,1,True,add,[2],[2],[2],2,[2],[2],2,2.0565
Q389,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9897
Q388,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,2.1622
Q39,44,36,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.883
Q390,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9039
Q392,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9318
Q391,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9677
Q393,52,44,8,True,No,1,0,False,,[],[1],[1],1,[1],[1],1,1.9298
Q394,52,44,8,True,No,1,2,True,add,[2],[2],[2],2,[2],[2],2,1.9857
