unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
Q630,66,58,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0326
Q631,66,58,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.1133
Q632,66,58,8,True,No,1,0,True,"[4, 8]","[4, 8]",[4],4,[8],[8],8,1.9977
Q633,64,56,8,True,No,0,0,True,"[2, 3]","[2, 3]",[2],2,"[2, 3]",[2],2,2.2091
Q634,66,58,8,True,No,0,0,True,[4],[4],[4],4,[4],[4],4,2.0725
Q635,61,53,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,1.9268
Q636,66,58,8,True,No,1,0,True,[4],[4],[4],4,[4],[4],4,2.1014
Q637,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0914
Q638,39,31,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,1.9169
Q639,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9528
Q64,43,35,8,True,No,1,0,True,[8],[8],[8],8,[8],[8],8,2.0744
Q640,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0655
Q641,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2221
Q642,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0615
Q643,51,43,8,True,No,0,0,True,[2],[2],[2],2,[2],[2],2,1.9348
Q644,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9368
Q645,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0316
Q646,63,55,8,True,No,0,0,True,"[2, 3, 4]","[2, 3, 4]",[2],2,"[4, 3]",[4],4,2.0635
Q647,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.88
Q648,71,63,8,True,No,0,0,True,"[2, 3, 4]","[2, 3, 4]",[2],2,"[4, 3]",[4],4,2.0146
Q649,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9288
Q65,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9837
Q650,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9967
Q651,43,35,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9498
Q652,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,1.9428
Q653,39,31,8,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.0176
Q654,71,63,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0246
Q655,39,31,8,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.0555
