unique_id,len_total,len_train,len_test,strictly_positive,white_noise,lowercase_d,uppercase_d,seasonality_present,candidate_sps,significant_sps,all_sps,primary_sp,significant_sps_no_harmonics,all_sps_no_harmonics,primary_sp_no_harmonics,time_taken
M1023,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.4315
M1024,134,116,18,True,No,2,0,False,[],[1],[1],1,[1],[1],1,2.5093
M1025,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3796
M1026,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.4355
M1027,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3008
M1028,134,116,18,True,No,1,0,True,[7],[7],[7],7,[7],[7],7,2.3537
M1029,134,116,18,True,No,1,0,True,[3],[3],[3],3,[3],[3],3,2.3168
M103,69,51,18,True,No,0,0,False,[],[1],[1],1,[1],[1],1,2.1084
M1030,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.2161
M1031,134,116,18,True,No,1,0,True,[3],[3],[3],3,[3],[3],3,2.4574
M1032,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.1094
M1033,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.258
M1034,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.4754
M1035,134,116,18,True,Maybe,1,0,False,[],[1],[1],1,[1],[1],1,2.4175
M1036,86,68,18,True,No,1,0,True,[12],[12],[12],12,[12],[12],12,2.3088
M1037,134,116,18,True,No,1,0,True,"[2, 3]","[2, 3]",[2],2,"[2, 3]",[2],2,2.2749
M1038,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.5013
M1039,134,116,18,True,No,1,0,False,[],[1],[1],1,[1],[1],1,2.3866
M104,69,51,18,True,Maybe,0,0,False,[],[1],[1],1,[1],[1],1,2.1871
M1040,134,116,18,True,No,2,0,False,[],[1],[1],1,[1],[1],1,2.1453
